split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
train,000000010523,1,P4,20.0,136824,131072,24000000,281
train,000000010524,1,P2,4.0,113544,131072,24000000,281
train,000000010525,0,,12.0,113392,131072,24000000,209
train,000000010526,0,,20.0,113296,131072,24000000,209
train,000000010527,0,,-4.0,112520,131072,24000000,209
train,000000010528,1,P4,20.0,156328,131072,24000000,281
train,000000010529,0,,-20.0,113968,131072,24000000,209
train,000000010530,0,,-12.0,112096,131072,24000000,209
train,000000010531,1,Barker,-4.0,111800,131072,24000000,281
train,000000010532,1,Rect,-4.0,114176,131072,24000000,281
train,000000010533,1,P3,12.0,114800,131072,24000000,281
train,000000010534,1,FMCW,-20.0,112984,131072,24000000,281
train,000000010535,0,,12.0,113064,131072,24000000,209
train,000000010536,1,ZadoffChu,4.0,115176,131072,24000000,281
train,000000010537,0,,20.0,113048,131072,24000000,209
train,000000010538,1,P4,12.0,115808,131072,24000000,281
train,000000010539,1,ZadoffChu,-20.0,113288,131072,24000000,281
train,000000010540,0,,-12.0,112096,131072,24000000,209
train,000000010541,0,,-12.0,111928,131072,24000000,209
train,000000010542,1,Frank,-12.0,113704,131072,24000000,281
train,000000010543,1,ZadoffChu,4.0,114720,131072,24000000,281
train,000000010544,1,ZadoffChu,-20.0,121504,131072,24000000,281
train,000000010545,1,P4,-4.0,112752,131072,24000000,281
train,000000010546,1,P4,-20.0,139288,131072,24000000,281
train,000000010547,0,,12.0,112680,131072,24000000,209
train,000000010548,1,P1,20.0,115664,131072,24000000,281
train,000000010549,0,,20.0,113744,131072,24000000,209
train,000000010550,1,ZadoffChu,20.0,117184,131072,24000000,281
train,000000010551,0,,20.0,112704,131072,24000000,209
train,000000010552,1,P4,20.0,149552,131072,24000000,281
train,000000010553,0,,12.0,110776,131072,24000000,209
train,000000010554,1,Px,20.0,133600,131072,24000000,281
train,000000010555,1,LFM,4.0,113824,131072,24000000,281
train,000000010556,0,,-12.0,112368,131072,24000000,209
train,000000010557,1,P4,-4.0,111768,131072,24000000,281
train,000000010558,0,,-20.0,114040,131072,24000000,209
train,000000010559,1,P3,20.0,168192,131072,24000000,281
train,000000010560,1,Px,12.0,114144,131072,24000000,281
train,000000010561,1,ZadoffChu,12.0,114424,131072,24000000,281
train,000000010562,1,Frank,-20.0,115296,131072,24000000,281
train,000000010563,1,Barker,-12.0,126576,131072,24000000,281
train,000000010564,0,,-12.0,113064,131072,24000000,209
train,000000010565,1,Px,-4.0,112784,131072,24000000,281
train,000000010566,0,,4.0,112376,131072,24000000,209
train,000000010567,1,Barker,20.0,115128,131072,24000000,281
train,000000010568,1,Px,-4.0,113368,131072,24000000,281
train,000000010569,1,Rect,4.0,113840,131072,24000000,281
train,000000010570,1,Barker,-12.0,110760,131072,24000000,281
train,000000010571,1,P4,-20.0,109208,131072,24000000,281
train,000000010572,0,,-12.0,113928,131072,24000000,209
train,000000010573,0,,-20.0,112176,131072,24000000,209
train,000000010574,0,,-12.0,114056,131072,24000000,209
train,000000010575,0,,-20.0,113312,131072,24000000,209
train,000000010576,1,ZadoffChu,12.0,118312,131072,24000000,281
train,000000010577,0,,4.0,113816,131072,24000000,209
train,000000010578,1,FMCW,20.0,116336,131072,24000000,281
train,000000010579,1,ZadoffChu,-12.0,110992,131072,24000000,281
train,000000010580,0,,-20.0,113568,131072,24000000,209
train,000000010581,0,,-4.0,111776,131072,24000000,209
train,000000010582,0,,4.0,113376,131072,24000000,209
train,000000010583,0,,-12.0,112752,131072,24000000,209
train,000000010584,1,P1,12.0,116048,131072,24000000,281
train,000000010585,0,,12.0,113824,131072,24000000,209
train,000000010586,0,,-20.0,113464,131072,24000000,209
train,000000010587,0,,12.0,111528,131072,24000000,209
train,000000010588,0,,-12.0,113032,131072,24000000,209
train,000000010589,0,,4.0,113072,131072,24000000,209
train,000000010590,0,,12.0,111824,131072,24000000,209
train,000000010591,0,,4.0,111504,131072,24000000,209
train,000000010592,1,Rect,-12.0,110128,131072,24000000,281
train,000000010593,0,,12.0,114016,131072,24000000,209
train,000000010594,0,,20.0,112744,131072,24000000,209
train,000000010595,0,,-20.0,114072,131072,24000000,209
train,000000010596,1,FMCW,-4.0,112104,131072,24000000,281
train,000000010597,0,,-4.0,113584,131072,24000000,209
train,000000010598,1,Px,12.0,116424,131072,24000000,281
train,000000010599,0,,-4.0,113280,131072,24000000,209
train,000000010600,0,,12.0,113280,131072,24000000,209
train,000000010601,1,Px,20.0,138848,131072,24000000,281
train,000000010602,0,,-20.0,113704,131072,24000000,209
train,000000010603,1,ZadoffChu,-20.0,136320,131072,24000000,281
train,000000010604,0,,-12.0,113000,131072,24000000,209
train,000000010605,1,LFM,-20.0,110480,131072,24000000,281
train,000000010606,1,P2,4.0,112256,131072,24000000,281
train,000000010607,1,P1,12.0,113760,131072,24000000,281
train,000000010608,1,LFM,-12.0,125568,131072,24000000,281
train,000000010609,1,LFM,4.0,115480,131072,24000000,281
train,000000010610,0,,-20.0,112432,131072,24000000,209
train,000000010611,1,ZadoffChu,12.0,114872,131072,24000000,281
train,000000010612,0,,4.0,111952,131072,24000000,209
train,000000010613,0,,-12.0,111752,131072,24000000,209
train,000000010614,1,Rect,-12.0,112992,131072,24000000,281
train,000000010615,0,,-20.0,110104,131072,24000000,209
train,000000010616,0,,20.0,113024,131072,24000000,209
train,000000010617,1,P1,12.0,114600,131072,24000000,281
train,000000010618,0,,20.0,111824,131072,24000000,209
train,000000010619,1,ZadoffChu,20.0,115416,131072,24000000,281
train,000000010620,1,P4,-12.0,110984,131072,24000000,281
train,000000010621,0,,12.0,114552,131072,24000000,209
train,000000010622,1,Frank,20.0,127624,131072,24000000,281
train,000000010623,0,,-12.0,112832,131072,24000000,209
train,000000010624,1,P4,-20.0,139056,131072,24000000,281
train,000000010625,1,Barker,12.0,115784,131072,24000000,281
train,000000010626,0,,-12.0,113504,131072,24000000,209
train,000000010627,0,,4.0,114552,131072,24000000,209
train,000000010628,1,P3,20.0,140816,131072,24000000,281
train,000000010629,0,,12.0,113408,131072,24000000,209
train,000000010630,1,ZadoffChu,-4.0,112616,131072,24000000,281
train,000000010631,0,,12.0,113600,131072,24000000,209
train,000000010632,0,,-20.0,111144,131072,24000000,209
train,000000010633,0,,-12.0,114208,131072,24000000,209
train,000000010634,1,FMCW,12.0,117032,131072,24000000,281
train,000000010635,1,Rect,-12.0,111848,131072,24000000,281
train,000000010636,1,Frank,-20.0,110864,131072,24000000,281
train,000000010637,1,Rect,-4.0,114560,131072,24000000,281
train,000000010638,1,Px,-20.0,132328,131072,24000000,281
train,000000010639,0,,4.0,112592,131072,24000000,209
train,000000010640,0,,-20.0,114632,131072,24000000,209
train,000000010641,1,Frank,4.0,114968,131072,24000000,281
train,000000010642,0,,12.0,110936,131072,24000000,209
train,000000010643,0,,-12.0,114544,131072,24000000,209
train,000000010644,1,P4,-20.0,116296,131072,24000000,281
train,000000010645,0,,-12.0,112624,131072,24000000,209
train,000000010646,1,P3,-4.0,111648,131072,24000000,281
train,000000010647,1,P3,-4.0,113856,131072,24000000,281
train,000000010648,1,Rect,20.0,139984,131072,24000000,281
train,000000010649,1,Rect,-20.0,132432,131072,24000000,281
train,000000010650,1,Frank,-20.0,119480,131072,24000000,281
train,000000010651,0,,-12.0,113472,131072,24000000,209
train,000000010652,1,Barker,20.0,115944,131072,24000000,281
train,000000010653,0,,4.0,112120,131072,24000000,209
train,000000010654,0,,-12.0,112520,131072,24000000,209
train,000000010655,0,,-12.0,113232,131072,24000000,209
train,000000010656,0,,4.0,114104,131072,24000000,209
train,000000010657,1,P1,-12.0,116256,131072,24000000,281
train,000000010658,0,,4.0,113408,131072,24000000,209
train,000000010659,0,,20.0,112784,131072,24000000,209
train,000000010660,0,,4.0,113920,131072,24000000,209
train,000000010661,1,Frank,20.0,114896,131072,24000000,281
train,000000010662,0,,-12.0,112032,131072,24000000,209
train,000000010663,1,ZadoffChu,20.0,164368,131072,24000000,281
train,000000010664,0,,-4.0,111640,131072,24000000,209
train,000000010665,1,FMCW,20.0,115920,131072,24000000,281
train,000000010666,1,LFM,20.0,121560,131072,24000000,281
train,000000010667,1,ZadoffChu,-4.0,113744,131072,24000000,281
train,000000010668,0,,4.0,113392,131072,24000000,209
train,000000010669,0,,4.0,113784,131072,24000000,209
train,000000010670,1,P3,20.0,114640,131072,24000000,281
train,000000010671,0,,-4.0,113776,131072,24000000,209
train,000000010672,0,,-20.0,113032,131072,24000000,209
train,000000010673,0,,-4.0,112128,131072,24000000,209
train,000000010674,1,P4,12.0,115416,131072,24000000,281
train,000000010675,1,FMCW,4.0,111496,131072,24000000,281
train,000000010676,1,ZadoffChu,20.0,117712,131072,24000000,281
train,000000010677,0,,4.0,113632,131072,24000000,209
train,000000010678,0,,-4.0,114016,131072,24000000,209
train,000000010679,1,P1,-12.0,137024,131072,24000000,281
train,000000010680,0,,20.0,114904,131072,24000000,209
train,000000010681,0,,20.0,113552,131072,24000000,209
train,000000010682,0,,-20.0,113512,131072,24000000,209
train,000000010683,0,,-12.0,113488,131072,24000000,209
train,000000010684,0,,20.0,114056,131072,24000000,209
train,000000010685,1,Px,4.0,113792,131072,24000000,281
train,000000010686,0,,-20.0,113032,131072,24000000,209
train,000000010687,1,LFM,-12.0,112568,131072,24000000,281
train,000000010688,1,P1,12.0,117736,131072,24000000,281
train,000000010689,0,,-12.0,113400,131072,24000000,209
train,000000010690,0,,12.0,112336,131072,24000000,209
train,000000010691,0,,-12.0,111744,131072,24000000,209
train,000000010692,0,,12.0,111560,131072,24000000,209
train,000000010693,1,Barker,-12.0,133984,131072,24000000,281
train,000000010694,1,LFM,-12.0,110920,131072,24000000,281
train,000000010695,1,LFM,-20.0,114320,131072,24000000,281
train,000000010696,1,ZadoffChu,4.0,114904,131072,24000000,281
train,000000010697,1,P3,-12.0,120120,131072,24000000,281
train,000000010698,1,P2,20.0,114584,131072,24000000,281
train,000000010699,0,,4.0,112488,131072,24000000,209
train,000000010700,0,,-20.0,113256,131072,24000000,209
train,000000010701,0,,-20.0,111696,131072,24000000,209
train,000000010702,1,P2,-4.0,113440,131072,24000000,281
train,000000010703,1,ZadoffChu,-20.0,120864,131072,24000000,281
train,000000010704,1,P4,12.0,115344,131072,24000000,281
train,000000010705,1,Rect,-4.0,113016,131072,24000000,281
train,000000010706,0,,-12.0,111200,131072,24000000,209
train,000000010707,0,,12.0,111008,131072,24000000,209
train,000000010708,1,P2,4.0,115456,131072,24000000,281
train,000000010709,1,LFM,-20.0,109616,131072,24000000,281
train,000000010710,0,,4.0,111704,131072,24000000,209
train,000000010711,0,,12.0,112456,131072,24000000,209
train,000000010712,1,P4,12.0,113952,131072,24000000,281
train,000000010713,0,,-20.0,112808,131072,24000000,209
train,000000010714,0,,-4.0,113040,131072,24000000,209
train,000000010715,0,,-20.0,111824,131072,24000000,209
train,000000010716,0,,4.0,112224,131072,24000000,209
train,000000010717,0,,12.0,113080,131072,24000000,209
train,000000010718,0,,-20.0,111848,131072,24000000,209
train,000000010719,1,P1,4.0,112984,131072,24000000,281
train,000000010720,0,,-12.0,111592,131072,24000000,209
train,000000010721,1,Rect,-12.0,113432,131072,24000000,281
train,000000010722,0,,20.0,111480,131072,24000000,209
train,000000010723,0,,4.0,112752,131072,24000000,209
train,000000010724,0,,-12.0,112656,131072,24000000,209
train,000000010725,0,,20.0,112712,131072,24000000,209
train,000000010726,1,LFM,12.0,116672,131072,24000000,281
train,000000010727,1,Rect,12.0,114776,131072,24000000,281
train,000000010728,1,Frank,-4.0,112216,131072,24000000,281
train,000000010729,1,P2,-12.0,114824,131072,24000000,281
train,000000010730,0,,-20.0,113040,131072,24000000,209
train,000000010731,1,Barker,12.0,113344,131072,24000000,281
train,000000010732,0,,-4.0,112192,131072,24000000,209
train,000000010733,1,P2,-20.0,127536,131072,24000000,281
train,000000010734,0,,4.0,112608,131072,24000000,209
train,000000010735,1,ZadoffChu,20.0,113976,131072,24000000,281
train,000000010736,0,,12.0,111688,131072,24000000,209
train,000000010737,0,,20.0,113544,131072,24000000,209
train,000000010738,0,,12.0,111600,131072,24000000,209
train,000000010739,1,P2,-12.0,137776,131072,24000000,281
train,000000010740,0,,20.0,113568,131072,24000000,209
train,000000010741,1,LFM,4.0,116088,131072,24000000,281
train,000000010742,0,,12.0,112440,131072,24000000,209
train,000000010743,1,Frank,20.0,162512,131072,24000000,281
train,000000010744,1,P2,-12.0,113600,131072,24000000,281
train,000000010745,0,,4.0,113744,131072,24000000,209
train,000000010746,1,Rect,-20.0,137528,131072,24000000,281
train,000000010747,1,P3,-12.0,138480,131072,24000000,281
train,000000010748,0,,-12.0,110648,131072,24000000,209
train,000000010749,0,,12.0,113344,131072,24000000,209
train,000000010750,0,,-12.0,114496,131072,24000000,209
train,000000010751,0,,-12.0,112504,131072,24000000,209
train,000000010752,0,,20.0,111328,131072,24000000,209
train,000000010753,0,,-20.0,113328,131072,24000000,209
train,000000010754,1,P4,12.0,115216,131072,24000000,281
train,000000010755,0,,4.0,111464,131072,24000000,209
train,000000010756,1,Px,12.0,114592,131072,24000000,281
train,000000010757,1,Barker,12.0,113992,131072,24000000,281
train,000000010758,1,Rect,20.0,116880,131072,24000000,281
train,000000010759,1,P1,-12.0,121792,131072,24000000,281
train,000000010760,0,,-4.0,112032,131072,24000000,209
train,000000010761,0,,-20.0,114128,131072,24000000,209
train,000000010762,0,,-20.0,113736,131072,24000000,209
train,000000010763,0,,20.0,114056,131072,24000000,209
train,000000010764,1,Barker,-12.0,136280,131072,24000000,281
train,000000010765,0,,-20.0,111744,131072,24000000,209
train,000000010766,1,ZadoffChu,12.0,117024,131072,24000000,281
train,000000010767,0,,20.0,113856,131072,24000000,209
train,000000010768,1,LFM,12.0,115608,131072,24000000,281
train,000000010769,0,,4.0,113840,131072,24000000,209
train,000000010770,0,,-4.0,110712,131072,24000000,209
train,000000010771,1,Px,20.0,115200,131072,24000000,281
train,000000010772,1,P3,-4.0,112328,131072,24000000,281
train,000000010773,1,P1,-20.0,122344,131072,24000000,281
train,000000010774,0,,-20.0,112392,131072,24000000,209
train,000000010775,0,,-20.0,113664,131072,24000000,209
train,000000010776,1,ZadoffChu,4.0,114264,131072,24000000,281
train,000000010777,0,,-20.0,113048,131072,24000000,209
train,000000010778,1,P1,-12.0,120192,131072,24000000,281
train,000000010779,1,FMCW,4.0,116736,131072,24000000,281
train,000000010780,1,Barker,4.0,114984,131072,24000000,281
train,000000010781,1,Rect,12.0,114816,131072,24000000,281
train,000000010782,1,Rect,20.0,139544,131072,24000000,281
train,000000010783,0,,12.0,113824,131072,24000000,209
train,000000010784,0,,-4.0,113704,131072,24000000,209
train,000000010785,0,,4.0,112536,131072,24000000,209
train,000000010786,1,Barker,20.0,138528,131072,24000000,281
train,000000010787,0,,12.0,112616,131072,24000000,209
train,000000010788,1,FMCW,4.0,116304,131072,24000000,281
train,000000010789,0,,-4.0,112672,131072,24000000,209
train,000000010790,1,P4,-20.0,135704,131072,24000000,281
train,000000010791,0,,4.0,114168,131072,24000000,209
train,000000010792,1,ZadoffChu,-12.0,112984,131072,24000000,281
train,000000010793,0,,-20.0,113168,131072,24000000,209
train,000000010794,1,Rect,4.0,115520,131072,24000000,281
train,000000010795,0,,20.0,112120,131072,24000000,209
train,000000010796,1,Frank,4.0,115184,131072,24000000,281
train,000000010797,1,P1,-12.0,135208,131072,24000000,281
train,000000010798,1,P3,-4.0,113216,131072,24000000,281
train,000000010799,1,FMCW,20.0,118984,131072,24000000,281
train,000000010800,0,,20.0,112720,131072,24000000,209
train,000000010801,1,P1,12.0,116328,131072,24000000,281
train,000000010802,0,,-4.0,113768,131072,24000000,209
train,000000010803,0,,4.0,112656,131072,24000000,209
train,000000010804,1,P1,12.0,114856,131072,24000000,281
train,000000010805,1,FMCW,20.0,117280,131072,24000000,281
train,000000010806,0,,-20.0,114208,131072,24000000,209
train,000000010807,0,,-4.0,110744,131072,24000000,209
train,000000010808,1,P4,-4.0,113328,131072,24000000,281
train,000000010809,1,P1,-20.0,108208,131072,24000000,281
train,000000010810,1,P2,12.0,114456,131072,24000000,281
train,000000010811,1,Rect,-4.0,113488,131072,24000000,281
train,000000010812,1,FMCW,12.0,114680,131072,24000000,281
train,000000010813,1,ZadoffChu,4.0,115176,131072,24000000,281
train,000000010814,0,,-4.0,113544,131072,24000000,209
train,000000010815,1,ZadoffChu,-4.0,112048,131072,24000000,281
train,000000010816,0,,4.0,112488,131072,24000000,209
train,000000010817,1,Barker,-20.0,137272,131072,24000000,281
train,000000010818,1,Frank,-20.0,117424,131072,24000000,281
train,000000010819,1,Frank,20.0,166592,131072,24000000,281
train,000000010820,0,,4.0,113096,131072,24000000,209
train,000000010821,0,,-20.0,113752,131072,24000000,209
train,000000010822,1,Px,12.0,116392,131072,24000000,281
train,000000010823,1,Rect,12.0,115952,131072,24000000,281
train,000000010824,0,,4.0,113424,131072,24000000,209
train,000000010825,0,,-12.0,112688,131072,24000000,209
train,000000010826,1,P4,20.0,159680,131072,24000000,281
train,000000010827,1,Frank,20.0,115672,131072,24000000,281
